1.620000e+002	2.649700e+000
1.630000e+002	2.642200e+000
1.640000e+002	2.633900e+000
1.650000e+002	2.625300e+000
1.660000e+002	2.616200e+000
1.670000e+002	2.606500e+000
1.680000e+002	2.596700e+000
1.690000e+002	2.586300e+000
1.700000e+002	2.575600e+000
1.710000e+002	2.564500e+000
1.720000e+002	2.553200e+000
1.730000e+002	2.541600e+000
1.740000e+002	2.530000e+000
1.750000e+002	2.517900e+000
1.760000e+002	2.505900e+000
1.770000e+002	2.493500e+000
1.780000e+002	2.481200e+000
1.790000e+002	2.468800e+000
1.800000e+002	2.456300e+000
1.810000e+002	2.444000e+000
1.820000e+002	2.431500e+000
1.830000e+002	2.419100e+000
1.840000e+002	2.407000e+000
1.850000e+002	2.394800e+000
1.860000e+002	2.382300e+000
1.870000e+002	2.369800e+000
1.880000e+002	2.357600e+000
1.890000e+002	2.345200e+000
1.900000e+002	2.333000e+000
1.910000e+002	2.320500e+000
1.920000e+002	2.308400e+000
1.930000e+002	2.295800e+000
1.940000e+002	2.283600e+000
1.950000e+002	2.271100e+000
1.960000e+002	2.259000e+000
1.970000e+002	2.246500e+000
1.980000e+002	2.234300e+000
1.990000e+002	2.221800e+000
2.000000e+002	2.209600e+000
2.010000e+002	2.197100e+000
2.020000e+002	2.184900e+000
2.030000e+002	2.172400e+000
2.040000e+002	2.160200e+000
2.050000e+002	2.147700e+000
2.060000e+002	2.135500e+000
2.070000e+002	2.123100e+000
2.080000e+002	2.110800e+000
2.090000e+002	2.098400e+000
2.100000e+002	2.086100e+000
2.110000e+002	2.073700e+000
2.120000e+002	2.061400e+000
2.130000e+002	2.049000e+000
2.140000e+002	2.036700e+000
2.150000e+002	2.024300e+000
2.160000e+002	2.012100e+000
2.170000e+002	1.999700e+000
2.180000e+002	1.987400e+000
2.190000e+002	1.975000e+000
2.200000e+002	1.962700e+000
2.210000e+002	1.950300e+000
2.220000e+002	1.938000e+000
2.230000e+002	1.925600e+000
2.240000e+002	1.913300e+000
2.250000e+002	1.900900e+000
2.260000e+002	1.888600e+000
2.270000e+002	1.876300e+000
2.280000e+002	1.863900e+000
2.290000e+002	1.851600e+000
2.300000e+002	1.839300e+000
2.310000e+002	1.826900e+000
2.320000e+002	1.814600e+000
2.330000e+002	1.802200e+000
2.340000e+002	1.789900e+000
2.350000e+002	1.777500e+000
2.360000e+002	1.765200e+000
2.370000e+002	1.752800e+000
2.380000e+002	1.740500e+000
2.390000e+002	1.728200e+000
2.400000e+002	1.715800e+000
2.410000e+002	1.703500e+000
2.420000e+002	1.691200e+000
2.430000e+002	1.678800e+000
2.440000e+002	1.666500e+000
2.450000e+002	1.654100e+000
2.460000e+002	1.641800e+000
2.470000e+002	1.629400e+000
2.480000e+002	1.617100e+000
2.490000e+002	1.604700e+000
2.500000e+002	1.592400e+000
2.510000e+002	1.580100e+000
2.520000e+002	1.567700e+000
2.530000e+002	1.555400e+000
2.540000e+002	1.543000e+000
2.550000e+002	1.530700e+000
2.560000e+002	1.518400e+000
2.570000e+002	1.506000e+000
2.580000e+002	1.493700e+000
2.590000e+002	1.481300e+000
2.600000e+002	1.469000e+000
2.610000e+002	1.456600e+000
2.620000e+002	1.444300e+000
2.630000e+002	1.432000e+000
2.640000e+002	1.419600e+000
2.650000e+002	1.407300e+000
2.660000e+002	1.394900e+000
2.670000e+002	1.382600e+000
2.680000e+002	1.370300e+000
2.690000e+002	1.357900e+000
2.700000e+002	1.345600e+000
2.710000e+002	1.333200e+000
2.720000e+002	1.320900e+000
2.730000e+002	1.308500e+000
2.740000e+002	1.296200e+000
2.750000e+002	1.283900e+000
2.760000e+002	1.271500e+000
2.770000e+002	1.259200e+000
2.780000e+002	1.246800e+000
2.790000e+002	1.234500e+000
2.800000e+002	1.222200e+000
2.810000e+002	1.209800e+000
2.820000e+002	1.197500e+000
2.830000e+002	1.185100e+000
2.840000e+002	1.172800e+000
2.850000e+002	1.160400e+000
2.860000e+002	1.148100e+000
2.870000e+002	1.135800e+000
2.880000e+002	1.123400e+000
2.890000e+002	1.111100e+000
2.900000e+002	1.098700e+000
2.910000e+002	1.086400e+000
2.920000e+002	1.074100e+000
2.930000e+002	1.061700e+000
2.940000e+002	1.049400e+000
2.950000e+002	1.037000e+000
2.960000e+002	1.024700e+000
2.970000e+002	1.012300e+000
2.980000e+002	0.000000e+000
