1.000000e+002	1.000000e+000

1.010000e+002	1.072700e+000
1.020000e+002	1.143400e+000
1.030000e+002	1.212600e+000
1.040000e+002	1.279700e+000
1.050000e+002	1.345400e+000
1.060000e+002	1.409100e+000
1.070000e+002	1.471100e+000
1.080000e+002	1.531400e+000
1.090000e+002	1.590000e+000
1.100000e+002	1.646800e+000
1.110000e+002	1.701900e+000
1.120000e+002	1.755300e+000
1.130000e+002	1.807100e+000
1.140000e+002	1.857400e+000
1.150000e+002	1.905700e+000
1.160000e+002	1.952500e+000
1.170000e+002	1.997600e+000
1.180000e+002	2.041200e+000
1.190000e+002	2.083100e+000
1.200000e+002	2.123500e+000
1.210000e+002	2.162200e+000
1.220000e+002	2.199400e+000
1.230000e+002	2.235100e+000
1.240000e+002	2.269300e+000
1.250000e+002	2.301900e+000
1.260000e+002	2.333100e+000
1.270000e+002	2.362800e+000
1.280000e+002	2.391000e+000
1.290000e+002	2.417800e+000
1.300000e+002	2.443200e+000
1.310000e+002	2.467300e+000
1.320000e+002	2.489900e+000
1.330000e+002	2.511200e+000
1.340000e+002	2.531200e+000
1.350000e+002	2.549900e+000
1.360000e+002	2.567200e+000
1.370000e+002	2.583300e+000
1.380000e+002	2.598100e+000
1.390000e+002	2.611900e+000
1.400000e+002	2.624400e+000
1.410000e+002	2.635700e+000
1.420000e+002	2.645900e+000
1.430000e+002	2.654900e+000
1.440000e+002	2.662800e+000
1.450000e+002	2.669700e+000
1.460000e+002	2.675600e+000
1.470000e+002	2.680500e+000
1.480000e+002	2.684300e+000
1.490000e+002	2.687100e+000
1.500000e+002	2.689100e+000
1.510000e+002	2.690200e+000
1.520000e+002	2.690300e+000
1.530000e+002	2.689700e+000
1.540000e+002	2.688100e+000
1.550000e+002	2.685800e+000
1.560000e+002	2.682600e+000
1.570000e+002	2.678800e+000
1.580000e+002	2.674400e+000
1.590000e+002	2.669100e+000
1.600000e+002	2.663300e+000
1.610000e+002	2.656900e+000
